,Balanced,CTA 1,CTA 2,CTA 3,CTA 4,CTA 5,LS 1,LS 2,LS 3,LS 4,LS 5,QIS 1,QIS 2,QIS 3,QIS 4,QIS 5
2023-08-31,-0.0239895321017198,0.021046935795784,-0.0294372051649141,-0.0131556351808954,-0.0154195877561339,-0.001198329820357,0.012635830091046,0.0038954820910932,0.0017410330867588,-0.022821346600011,-0.0030617713962148,-0.0031513765881496,0.0075336838926339,0.0007239894864425,-0.0198935091565309,-0.0008073463110627
2023-09-30,-0.0393015073152411,0.0302046910180477,0.0487723488567464,0.0072096015561504,-0.0309936322099035,0.0213789089676283,0.0133694889498274,0.0006216443395616,-0.0094199990910995,-0.0180769028524013,-0.0105022921804009,0.0065696583156445,-0.0021295866070409,-0.0064859680271738,-0.0184368720242984,-0.0047221882563715
2023-10-31,-0.027401653744478,0.010483755073158,0.0222288006649662,-0.0221833464850191,-0.0043497053904615,-0.0103644295626095,0.0112683027316311,-0.0037775861355702,-0.0259571308376375,-0.0420703454207816,-0.0048280929756638,-0.0026385202653647,0.008275537370115,0.0004059212114974,-0.0203856946969058,-0.0138636962515239
2023-11-30,0.0654280350739329,-0.0356070233408729,-0.0748601130496896,-0.0514862713538002,-0.0009680949771717,-0.0300567548088446,-0.0040823514272729,0.0077696484773008,0.0294727771159379,0.0836605143833093,0.0408039741075483,-0.0300525983097082,-0.038450040436607,-0.0002512633221109,-0.0074037276318159,-0.00014368976475
2023-12-31,0.0408355118132999,-0.024302891012939,0.0122419269634181,-0.0269985151482752,-0.017283321249224,-0.0355273523017822,0.0010219582944399,0.0061171191766031,0.0299597265877002,0.0431849315429302,0.0057795211498006,-0.0002962781819001,-0.006192588982156,0.0037256568715931,0.0007830136014218,-0.0006777181866772
2024-01-31,-0.0030368468837871,0.0007397856192628,-0.0201391141456162,0.0560181047821937,0.0287723606590803,0.0361977593655933,0.017914327026848,0.0050074944026383,-0.0115820536559065,-0.0339950279999291,0.036329483604484,-0.0073321093293797,-0.0160859034453147,0.0065281238606625,-0.0074349398747773,-0.0001029163356522
2024-02-29,0.0159612745661887,0.0656069426460519,0.0335986532947552,0.0717015988224438,0.0176511506533347,0.0608588936565486,0.0042642568045627,0.012965321043447,0.0036001846862381,-0.0267742582177225,0.0501927583668193,-0.0051130227360221,-0.0166046396052168,-0.0179231490005211,-0.0051111464017558,-0.0017913568375846
2024-03-31,0.0201117047046361,0.0290253708122305,0.0492863856320757,0.0024329506570068,0.0421468295863403,0.0453636637285841,-0.0027701878487365,0.0116892904438734,0.0001744086686701,0.0649435536732196,0.0275781176994116,0.0015566157502027,-0.0052753095674521,-0.0013261606790668,0.0009861068368109,-0.0015742338841132
2024-04-30,-0.034909630101365,0.0174616380131042,0.0151327644310739,0.0003033751458814,-0.0096845889124755,0.0070854877017711,0.008884362261752,-0.0017714476527952,-0.0145353690753285,-0.0097453960892049,-0.0271461663556973,0.0005665853055088,0.0024659980805641,-0.0045605416740868,-0.0199069178349721,-0.0068089655593684
2024-05-31,0.0298770063783875,-0.018099233043146,-0.0232506179171838,-0.0268078575214224,0.0113678749095536,-0.0423699617105237,-0.0016572472583284,0.0006252599017331,-0.0011949893010181,0.0507764762155376,0.0207236229036371,-0.0260400358936161,-0.0244585897087631,-0.0007898884034893,-0.0027946305178638,-0.0003621772000666
2024-06-30,0.0084682015311705,-0.0222167903061624,-0.0334887853139738,-0.0306990825771824,0.0002042386563605,-0.0247778330255334,0.0019223224813957,0.0052408536757362,-0.0064896517730755,-0.0603634983809703,-0.0024957428345575,-0.0038063848527227,0.0178589038260074,0.0026850930103325,0.0045993242537195,-0.001834398156455
2024-07-31,0.0159672799087318,-0.0601196103737716,-0.0622595152760496,-0.0109764756247946,-0.0129967313900769,-0.0011776447334643,-0.0077381728430007,-0.0053502366195918,0.0175226788653564,0.0235496093328486,0.0016035712497157,0.0099105498736967,-0.0107345044809849,0.0516276716131134,-0.0045859575039298,-0.0028543162788983
